"","virus","host","X","G_pq_clover_nrmlz","G_pq_trefle_nrmlz","importance_trefle_nrmlz","importance_clover_nrmlz"
"87","Akabane orthobunyavirus","Potamochoerus porcus",1555,0.00367619157498213,0.131684076425482,0.00202390832509161,0.00112992687702
"88","Akabane orthobunyavirus","Redunca arundinum",1569,0.0104783053469031,0.107922516790538,0.00189064359458176,0.00127883591381461
"89","Akabane orthobunyavirus","Sus scrofa",1596,0.0711461394368636,0.383675686293601,0.00507052242714129,0.00836138940411814
"90","Akabane orthobunyavirus","Syncerus caffer",1599,0.0177087836589516,0.154198141561111,0.0021755286290368,0.00159553701532601
"91","Akabane orthobunyavirus","Tragelaphus angasii",1605,0.00995125643285455,0.17320778556528,0.00231937753902303,0.00125485105811598
"92","Akabane orthobunyavirus","Tragelaphus oryx",1608,0.0135061436468374,0.141544472296468,0.00208628260675223,0.00138361583171589
"93","Akabane orthobunyavirus","Tragelaphus scriptus",1609,0.00856422698232382,0.128257810902425,0.00200367975117843,0.00122212365986671
"94","Akabane orthobunyavirus","Tragelaphus strepsiceros",1611,0.019412260385885,0.193967882570061,0.00249915543004933,0.00167769824718636
"95","Alagoas vesiculovirus","Bos taurus",1635,0.0406846026218885,0.278305816502734,0.00445523960058797,0.0112399154640203
"96","Alagoas vesiculovirus","Didelphis marsupialis",1660,0.00436454684885301,0.17627988084667,0.0022688266919309,0.000342255510318592
"97","Alagoas vesiculovirus","Equus caballus",1666,0.0290825145147256,0.262391664409032,0.0040567816256406,0.00583749478304983
"98","Alagoas vesiculovirus","Homo sapiens",1683,0.0754692789021611,0.308784902377142,0.00530509833916543,0.0380752982726863
"99","Alcelaphine gammaherpesvirus 1","Alces alces",1780,0.0101122611152025,0.24066125299835,0.00307407824531172,0.000842031948464356
"100","Alcelaphine gammaherpesvirus 1","Ammotragus lervia",1783,0.00372193341203497,0.10195938449907,0.00215246418915316,0.000591346458480572
"101","Alcelaphine gammaherpesvirus 1","Antilocapra americana",1785,0.00873284370415939,0.180317064851171,0.00258046054513167,0.000769932786088912
"102","Alcelaphine gammaherpesvirus 1","Axis porcinus",1794,0.00130124544752075,0.0929357001189243,0.00211879030544114,0.000557033906889081
"103","Alcelaphine gammaherpesvirus 1","Bison bison",1801,0.0139645985224811,0.251433746106519,0.00317607542650547,0.00111126907819493
"104","Alcelaphine gammaherpesvirus 1","Bos frontalis",1804,0.00466997795157511,0.184505398258389,0.00261162802800952,0.000614816381313811
"105","Alcelaphine gammaherpesvirus 1","Bos grunniens",1805,0.00971708693015681,0.227678863152517,0.00295373340512853,0.00082561659145596
"106","Alcelaphine gammaherpesvirus 1","Bos javanicus",1806,0.00161243722373324,0.114298616334642,0.00220464091198741,0.000560843632988832
"107","Alcelaphine gammaherpesvirus 1","Bos taurus",1808,0.0649414791329797,0.433327336193869,0.00559015189489437,0.0124391704061827
"108","Alcelaphine gammaherpesvirus 1","Capreolus capreolus",1830,0.017220287510973,0.264227475284666,0.00330449790643339,0.00140370488595071
"109","Alcelaphine gammaherpesvirus 1","Cephalophus rufilatus",1838,0.00176195057609469,0.0926825078960202,0.00211723549349027,0.000560498363357207
"110","Alcelaphine gammaherpesvirus 1","Cervus elaphus",1850,0.0279408239103664,0.339262721739934,0.00418531680418227,0.00277555029919627
"111","Alcelaphine gammaherpesvirus 1","Cervus nippon",1851,0.00972574265886689,0.196490912816243,0.00269810903807544,0.000820093577691191
"112","Alcelaphine gammaherpesvirus 1","Connochaetes gnou",1855,0.00504767369407695,0.141121596441988,0.00233468547176452,0.000623793195946027
"113","Alcelaphine gammaherpesvirus 1","Connochaetes taurinus",1856,0.0110985956907218,0.17454265127912,0.00254201030668361,0.000907778855081904
"114","Alcelaphine gammaherpesvirus 1","Dama dama",1862,0.0159917399532422,0.250499471666619,0.00316753475864182,0.00128255572530047
"115","Alcelaphine gammaherpesvirus 1","Elaphurus davidianus",1875,0.002346124670038,0.09570545753363,0.00212872233430852,0.000567639262116094
"116","Alcelaphine gammaherpesvirus 1","Hippotragus equinus",1904,0.0057748632720685,0.156844910746043,0.00242900257478729,0.000649271763912165
"117","Alcelaphine gammaherpesvirus 1","Hydropotes inermis",1907,0.0015981721097075,0.0834910089329957,0.00208620347396495,0.000559131143727482
"118","Alcelaphine gammaherpesvirus 1","Kobus ellipsiprymnus",1908,0.0108730270989923,0.137754530079506,0.00231875854613076,0.00089554164696436
"119","Alcelaphine gammaherpesvirus 1","Kobus megaceros",1911,0.00130124544752075,0.0929357001189243,0.00211879030544138,0.000557033906889083
"120","Alcelaphine gammaherpesvirus 1","Litocranius walleri",1922,0.00260255573172519,0.112136504234829,0.00219387745142403,0.000570612681294529
"121","Alcelaphine gammaherpesvirus 1","Odocoileus hemionus",1969,0.0147667732150377,0.219276548373974,0.00288500262346789,0.00117867363279874
"122","Alcelaphine gammaherpesvirus 1","Odocoileus virginianus",1970,0.0186530831724093,0.275330154869189,0.0034200045988706,0.00154185328768694
"123","Alcelaphine gammaherpesvirus 1","Oryx dammah",1976,0.002346124670038,0.09570545753363,0.00212872233430852,0.000567639262116091
"124","Alcelaphine gammaherpesvirus 1","Oryx gazella",1977,0.00740634758403039,0.115262209336211,0.00220884783047444,0.000710363849306655
"125","Alcelaphine gammaherpesvirus 1","Ovibos moschatus",1984,0.00357696764268798,0.15125039934421,0.00239480288582689,0.000588339739205368
"126","Alcelaphine gammaherpesvirus 1","Ovis aries",1986,0.0443853166967904,0.32424775042786,0.00398983496887773,0.0061289441867551
"127","Alcelaphine gammaherpesvirus 1","Ovis canadensis",1987,0.00860227435193193,0.190459535840061,0.00265421677274166,0.000766711888982802
"128","Alcelaphine gammaherpesvirus 1","Ovis dalli",1988,0.00459162473673504,0.177884307388665,0.00256431185138947,0.00061072330817674
"129","Alcelaphine gammaherpesvirus 1","Rangifer tarandus",2016,0.0104137508823065,0.210125677118743,0.00280600413474091,0.000859465741792711
"130","Alcelaphine gammaherpesvirus 1","Rucervus duvaucelii",2027,0.00349902929543107,0.136241128612285,0.00231045020465731,0.000586119870098341
"131","Alcelaphine gammaherpesvirus 1","Syncerus caffer",2054,0.0125003260006482,0.169330868150538,0.00250741908107452,0.00100730205120195
"132","Alcelaphine gammaherpesvirus 1","Tragelaphus spekii",2064,0.00458593877787048,0.13271811927629,0.00229106907868745,0.00061046100746163
"133","Alcelaphine gammaherpesvirus 1","Tragelaphus strepsiceros",2065,0.0137024545430025,0.213003539578284,0.00282975660023563,0.00109069763639317
"134","Alcelaphine gammaherpesvirus 2","Aepyceros melampus",2083,0.00192589050386165,0.0785322540802609,0.00105856536061438,0.000328303523992321
"135","Alcelaphine gammaherpesvirus 2","Alcelaphus buselaphus",2084,0.0015863521928332,0.065115228396998,0.000825904745135914,0.000228125172292424
"136","Alcelaphine gammaherpesvirus 2","Cervus elaphus",2125,0.00494697605458516,0.135956091521917,0.00254995070160474,0.0020767364097299
"137","Alcelaphine gammaherpesvirus 2","Connochaetes taurinus",2128,0.00196567340932465,0.0699461955327138,0.000904823822825571,0.000341340212269416
"138","Alcelaphine gammaherpesvirus 2","Damaliscus lunatus",2130,0.0011903184353256,0.0526187110528633,0.000647947883358028,0.000135726988003172
"139","Alcelaphine gammaherpesvirus 2","Oryx beisa",2168,0.000334626002774688,0.0286587673607425,0.000412209565459953,2.64132307059762e-05
"140","Allpahuayo mammarenavirus","Oecomys bicolor",2216,8.71744292407129e-08,3.28172978990102e-06,1.72263735519514e-07,8.71744292407128e-08
"141","Allpahuayo mammarenavirus","Oecomys paricola",2217,1.6165515922241e-10,1.69981936416434e-07,1.69981936416434e-07,1.61655159222394e-10
"142","Alphaarterivirus equid","Equus asinus",2257,0.00271942592059016,0.202235229996888,0.0026418719776331,0.000507433539293388
"143","Alphaarterivirus equid","Equus caballus",2258,0.00928235733287401,0.274451509787078,0.00413270344629235,0.00569959996379127
"144","Alphaarterivirus equid","Equus quagga",2263,0.00052208555018948,0.112372759384243,0.00142713421011145,3.95895828889948e-05
"145","Alphaarterivirus equid","Equus quagga burchellii",2264,0.000794679166237278,0.123026959928386,0.0015357201178135,6.30881626269163e-05
"146","Alphaarterivirus equid","Vicugna pacos",2378,0.00191884384119228,0.16426303384465,0.00204073981861455,0.000263172181426525
"147","Alphacoronavirus 1","Acinonyx jubatus",2382,0.00779405509466557,0.248594752863738,0.00306358602496823,0.000610772936741682
"148","Alphacoronavirus 1","Ailuropoda melanoleuca",2385,0.00249261228242242,0.132325215773081,0.00201928289719824,0.000346121178423513
"149","Alphacoronavirus 1","Canis latrans",2416,0.00974958717512661,0.230005781776934,0.00285374276831721,0.00077233437069206
"150","Alphacoronavirus 1","Canis lupus",2417,0.0118094791477986,0.328268949380469,0.00414875920565672,0.000989309388858092
"151","Alphacoronavirus 1","Canis lupus familiaris",2418,0.0224029315538682,0.442831141551565,0.00623587195188874,0.00272583529547618
"152","Alphacoronavirus 1","Canis mesomelas",2419,0.00524968698216908,0.142786239485701,0.00208732108362294,0.000448985630184404
"153","Alphacoronavirus 1","Caracal caracal",2424,0.00179822648403008,0.101398035810923,0.001849733462002,0.00033394527432613
"154","Alphacoronavirus 1","Cerdocyon thous",2440,0.00338472519102161,0.0959874239960246,0.00182836408659029,0.000371679618665445
"155","Alphacoronavirus 1","Chrysocyon brachyurus",2446,0.00338472519102161,0.0940823959298191,0.0018197174209163,0.000371679618665436
"156","Alphacoronavirus 1","Crocuta crocuta",2450,0.00495544392109645,0.132451376543613,0.00202047005903144,0.000436813265583229
"157","Alphacoronavirus 1","Felis catus",2470,0.0149877545049444,0.358374264566407,0.00463723364845958,0.00139949465220359
"158","Alphacoronavirus 1","Felis silvestris",2472,0.00290864733617296,0.112671949603711,0.00190601494386471,0.000359213208187748
"159","Alphacoronavirus 1","Leopardus pardalis",2508,0.0043439009611942,0.141889576742973,0.0020813924641791,0.00040965975071683
"160","Alphacoronavirus 1","Lycalopex gymnocercus",2521,0.00176826797280805,0.107222318085727,0.00187819433415837,0.000332369944983374
"161","Alphacoronavirus 1","Lycaon pictus",2522,0.00812080442191855,0.215935764915204,0.00270683811184519,0.000633295391393133
"162","Alphacoronavirus 1","Lynx canadensis",2523,0.00177147024260774,0.101131993851761,0.00184840813196088,0.000333002983275356
"163","Alphacoronavirus 1","Lynx pardinus",2525,0.00225760187760974,0.104031717689614,0.00186253630836505,0.00034390288309756
"164","Alphacoronavirus 1","Lynx rufus",2526,0.00525210898967158,0.142525517114803,0.00208563583718832,0.000451308657192637
"165","Alphacoronavirus 1","Martes pennanti",2539,0.00328186871569245,0.100046234413146,0.00184645876281722,0.000368202595110772
"166","Alphacoronavirus 1","Melogale moschata",2543,0.00295782615773755,0.151105630951999,0.00215165284891367,0.000357694024408065
"167","Alphacoronavirus 1","Nyctereutes procyonoides",2576,0.00567267581944394,0.235441049648962,0.00291463371194747,0.000469923533840411
"168","Alphacoronavirus 1","Panthera leo",2594,0.0101326533506825,0.28627887560279,0.00353825610449993,0.000811803704663541
"169","Alphacoronavirus 1","Panthera tigris",2597,0.00692437076993448,0.257264876050822,0.00316613695527435,0.000547741077398734
"170","Alphacoronavirus 1","Procyon lotor",2622,0.0150514241303509,0.35839616800637,0.00463634177856337,0.00140165224531465
"171","Alphacoronavirus 1","Puma concolor",2626,0.00704293714786486,0.187678810542503,0.00243622981883276,0.000557787901077634
"172","Alphacoronavirus 1","Sus scrofa",2650,0.038080866123951,0.382426929305325,0.00506242481289132,0.0072603058690735
"173","Alphacoronavirus 1","Urocyon littoralis",2667,0.00361632245473279,0.102706462268484,0.00186005443805189,0.000380419211864609
"174","Alphacoronavirus 1","Ursus americanus",2668,0.0118730112476019,0.233444558884249,0.00289175745626236,0.00099286329403012
"175","Alphapapillomavirus 1","Homo sapiens",2688,0.0380865773315622,0.0291789496658434,0.00448936382910758,0.0380865773315622
"176","Alphapapillomavirus 10","Homo sapiens",2723,0.0453946989972845,0.145156388255517,0.00466851137201801,0.0381878736723186
"177","Alphapapillomavirus 10","Pan paniscus",2746,0.00161118244945389,0.0613955936859906,0.000980562201830237,0.000125349348613406
"178","Alphapapillomavirus 10","Pan troglodytes",2747,0.00709952301498099,0.117094965996389,0.00310031355148632,0.00100516962362087
"179","Alphapapillomavirus 11","Homo sapiens",2770,0.0380865773315622,0.0291789496658434,0.00448936382910763,0.0380865773315622
"180","Alphapapillomavirus 12","Macaca fascicularis",2838,0.00148045617131731,0.225282905665431,0.0037583542448516,0.000552196549383688
"181","Alphapapillomavirus 12","Macaca mulatta",2841,0.00203389549727069,0.217187166364,0.00353644130946201,0.00103787619860633
"182","Alphapapillomavirus 12","Papio hamadryas",2878,0.000496521292525494,0.0974126775342064,0.00120089632362685,6.69365838045663e-05
"183","Alphapapillomavirus 13","Homo sapiens",2920,0.0380865773315622,0.0291789496658434,0.00448936382910758,0.0380865773315622
"184","Alphapapillomavirus 14","Colobus guereza",2931,0.00175988239242735,0.0351394181522805,0.00120333802454597,0.000133123346348279
"185","Alphapapillomavirus 14","Homo sapiens",2935,0.0397718731191713,0.0689723516871101,0.00452405685705237,0.0381390969529693
"186","Alphapapillomavirus 14 ","Homo sapiens",2957,0.0380865773315622,0.0291789496658434,0.0044893638291076,0.0380865773315622
"187","Alphapapillomavirus 2","Homo sapiens",2967,0.0380865773315622,0.0291789496658434,0.00448936382910765,0.0380865773315622
"188","Alphapapillomavirus 3","Homo sapiens",2977,0.0380865773315622,0.0291789496658434,0.00448936382910761,0.0380865773315622
"189","Alphapapillomavirus 4","Homo sapiens",2987,0.0380865773315622,0.0291789496658434,0.00448936382910763,0.0380865773315622
"190","Alphapapillomavirus 5","Homo sapiens",2997,0.0380865773315622,0.0291789496658434,0.00448936382910761,0.0380865773315622
"191","Alphapapillomavirus 6","Homo sapiens",3007,0.0380865773315622,0.0291789496658434,0.00448936382910759,0.0380865773315622
"192","Alphapapillomavirus 7","Homo sapiens",3017,0.0380865773315622,0.0291789496658434,0.00448936382910758,0.0380865773315622
"193","Alphapapillomavirus 8","Homo sapiens",3027,0.0380865773315622,0.0291789496658434,0.00448936382910761,0.0380865773315622
"194","Alphapapillomavirus 9","Homo sapiens",3037,0.0380865773315622,0.0291789496658434,0.00448936382910763,0.0380865773315622
"195","Andes orthohantavirus","Abrothrix longipilis",3043,0.000112317261516126,0.0116054477017984,0.00120905434568966,0.000112317261516126
"196","Andes orthohantavirus","Abrothrix olivaceus",3044,0.000112317261516126,0.0116054477017984,0.00120905434568967,0.000112317261516126
"197","Andes orthohantavirus","Abrothrix sanborni",3045,0.000112317261516126,0.0116054477017984,0.00120905434568966,0.000112317261516126
"198","Andes orthohantavirus","Akodon azarae",3049,0.000394608301077317,0.0797706255832648,0.00140297662104992,0.000114479549115508
"199","Andes orthohantavirus","Akodon cursor",3050,0.000112317261516126,0.0116054477017984,0.00120905434568967,0.000112317261516126
"200","Andes orthohantavirus","Akodon montensis",3051,0.000734671009180072,0.0986314959491039,0.00150836151489686,0.00011881636288812
"201","Andes orthohantavirus","Akodon paranaensis",3052,0.000112317261516126,0.0116054477017984,0.00120905434568966,0.000112317261516126
"202","Andes orthohantavirus","Akodon varius",3053,0.000112317261516126,0.0116054477017984,0.00120905434568967,0.000112317261516126
"203","Andes orthohantavirus","Bibimys chacoensis",3067,0.000112317261516126,0.0116054477017984,0.00120905434568966,0.000112317261516126
"204","Andes orthohantavirus","Calomys tener",3072,0.000112317261516126,0.0116054477017984,0.00120905434568967,0.000112317261516126
"205","Andes orthohantavirus","Graomys griseoflavus",3109,0.000112317261516126,0.0116054477017984,0.00120905434568967,0.000112317261516126
"206","Andes orthohantavirus","Homo sapiens",3118,0.0543007348621245,0.377618074044026,0.00570100216467873,0.0397861142676181
"207","Andes orthohantavirus","Loxodontomys micropus",3127,0.000112317261516126,0.0116054477017984,0.00120905434568967,0.000112317261516126
"208","Andes orthohantavirus","Neacomys spinosus",3172,0.000119224496675807,0.0196585192749577,0.00121697639328085,0.0001124930700909
"209","Andes orthohantavirus","Necromys benefactus",3173,0.000132527342914899,0.0376201904603203,0.00124806216087214,0.000112518503181464
"210","Andes orthohantavirus","Necromys lasiurus",3174,0.000214915761703964,0.0416710611488777,0.0012581756178846,0.000112945911513447
"211","Andes orthohantavirus","Necromys obscurus",3175,0.000232274488258838,0.0714631827632674,0.00136351373271103,0.000113026172212956
"212","Andes orthohantavirus","Nectomys squamipes",3176,0.0016110559706629,0.197290955119743,0.00242962675702377,0.000146460619713949
"213","Andes orthohantavirus","Oligoryzomys chacoensis",3185,0.000112317261516126,0.0116054477017984,0.00120905434568967,0.000112317261516126
"214","Andes orthohantavirus","Oligoryzomys flavescens",3186,0.00048563693346768,0.0871004631264562,0.00144080279597802,0.000115086092390389
"215","Andes orthohantavirus","Oligoryzomys fornesi",3187,0.000275594170124767,0.0270736144058971,0.00122804180213481,0.00011325302019277
"216","Andes orthohantavirus","Oligoryzomys fulvescens",3188,0.000313002867966373,0.0421368994993662,0.0012608142919807,0.000113496578299596
"217","Andes orthohantavirus","Oligoryzomys longicaudatus",3189,0.000202107340739554,0.0218463775221124,0.00121986884837369,0.00011272499300922
