"","virus","host","importance_trefle","importance_clover","f_norm_G_trefle","f_norm_G_clover","G_pq_trefle","G_pq_clover","importance_trefle_nrmlz","importance_clover_nrmlz","f_norm_G_trefle_nrmlz","f_norm_G_clover_nrmlz","G_pq_trefle_nrmlz","G_pq_clover_nrmlz","z_score_G_trefle","z_score_G_clover","z_score_I_trefle","z_score_I_clover"
"421","African green monkey polyomavirus","Chlorocebus aethiops",0,367172.538463785,0,-361392.76329422,8.7962273241032e+65,367172.538463785,0,0.000261393017128638,0,-6.61380460655892e-05,0.00753257954858592,0.000261393017128638,-0.579393188924169,-0.216303962303725,NA,24.9984227965135
"466","African green monkey simian foamy virus","Chlorocebus aethiops",0,367172.538463785,0,-361392.763286591,8.7962273241032e+65,367172.538463785,0,0.000261393017128638,0,-6.61380460602601e-05,0.00753257954858592,0.000261393017128638,-0.579393188924169,-0.216303962303725,NA,24.9984227965136
"495","African horse sickness virus","Acinonyx jubatus",3.12561653537737e+65,4430123.27786414,-4.03409087572769e+67,-96001625.5755768,2.0327296174658e+67,50265040.4253693,0.00225560562099597,0.00304768452152283,-0.00612529699412789,-0.0171373865076738,0.174071189615246,0.0357840775016898,2.23130831773216,3.88466702855987,16.9737672728512,59.5589576823716
"526","African horse sickness virus","Camelus dromedarius",0,9761427.59668513,0,-177361307.162708,2.41888799511917e+67,93668862.5510232,0,0.00654576726805228,0,-0.0203410220707436,0.207139556209824,0.0666835997475738,2.78940897542854,7.4519099382839,NA,78.6159690760793
"527","African horse sickness virus","Canis adustus",0,3053237.65728964,0,-58019328.2572517,1.06414119239806e+67,30565800.8787066,0,0.00213665536510574,0,-0.0115445507275744,0.0911268875544058,0.0217600339776673,0.831442696915184,2.26563973653129,NA,56.7487952415978
"531","African horse sickness virus","Canis lupus familiaris",0,15149938.4950213,0,-230150911.469803,2.10825707716931e+67,122790079.126507,0,0.0101421778315976,0,-0.0325351882496818,0.180538923762593,0.087415222801331,2.34046540812293,9.8453040741896,NA,95.7380279075056
"532","African horse sickness virus","Canis mesomelas",0,3363180.97343075,0,-68605392.7044907,7.95202646996132e+66,36019751.2995599,0,0.002341558141573,0,-0.0131051269201343,0.0680965483842261,0.0256427441654758,0.442755599199403,2.71388519087057,NA,56.8813510434953
"534","African horse sickness virus","Capra hircus",0,30287662.4075291,0,-332230895.798454,1.07797859967102e+67,181524078.411475,0,0.0201638992543784,0,-0.0343047622536918,0.0923118429584587,0.129228418704715,0.851441398346395,14.6724928388676,NA,133.834128961643
"548","African horse sickness virus","Ceratotherium simum",0,4081594.57605349,0,-88193554.5994301,1.11913194837651e+67,46186857.9471643,0,0.0028077719956784,0,-0.0113346973197466,0.0958359773560023,0.032880787329611,0.910918836382358,3.54949222557083,NA,58.4533556403313
"563","African horse sickness virus","Crocuta crocuta",0,3249956.54961845,0,-64358383.1604309,1.37990904936274e+67,33836998.2804033,0,0.00226833975092409,0,-0.0130037422192402,0.118167417702545,0.0240888251286351,1.28781049533585,2.53449061569414,NA,56.7717697202844
"571","African horse sickness virus","Diceros bicornis",0,3931337.1711337,0,-84514947.2805557,5.85554901731521e+66,44270322.2076677,0,0.00270946794526307,0,-0.0112060654608186,0.0501435298888979,0.0315163904673677,0.139759338370457,3.39197732957481,NA,58.0342525785719
"577","African horse sickness virus","Equus asinus",0,5174683.11984269,0,-110866685.296009,5.97469645089812e+66,58077783.8653276,0,0.00352974017428434,0,-0.0145432089184272,0.0511638394925548,0.0413460309864658,0.156979283577796,4.52677531019924,NA,62.2158263904831
"578","African horse sickness virus","Equus caballus",0,30595672.9771032,0,-333439145.707535,1.16139975113635e+67,182281921.644555,0,0.0204060582395172,0,-0.039075460252322,0.0994555471431535,0.129767933261098,0.97200695432763,14.7347779273111,NA,134.643926083841
"583","African horse sickness virus","Equus quagga",0,2434342.20643445,0,-24801238.650074,7.58556889703872e+66,13632120.3533925,0,0.00172588118096523,0,-0.00350078218539984,0.0649584180045606,0.00970481366592033,0.389792819080851,0.873906270879765,NA,59.4144998462893
"584","African horse sickness virus","Equus quagga burchellii",0,2631254.16409605,0,-37589342.6013641,1.33899593648425e+67,20131526.0560652,0,0.00185589765030289,0,-0.00482933552770248,0.114663855709632,0.0143317916890392,1.22868026140269,1.40807487112789,NA,57.8511517009022
"598","African horse sickness virus","Genetta maculata",1.98243207425154e+65,2339678.12395271,-2.797336543279e+67,-16878275.0172119,1.40861523377103e+67,9619270.72990574,0.00149415324496444,0.00166258509604892,-0.00299268903131633,-0.0027186039215259,0.120625649051334,0.00684803446681311,1.32929849954692,0.544100998760395,15.3445119504555,60.5823697924569
"634","African horse sickness virus","Loxodonta africana",0,4636113.33075681,0,-100923303.797749,6.75546479610693e+66,52835604.7214818,0,0.00317561370554746,0,-0.0145803956360364,0.0578498873317092,0.0376140824358695,0.269820892665116,4.09593476513732,NA,60.2452647405681
"637","African horse sickness virus","Lycaon pictus",0,4599572.02329844,0,-100039991.550682,1.69068124934468e+67,52372864.1860971,0,0.00315741155029441,0,-0.0170530790590195,0.14478014872461,0.0372846538103029,1.73695825242365,4.05790337036489,NA,60.1149538890546
"711","African horse sickness virus","Ovis aries",0,35358552.343056,0,-358761334.897263,9.10711000441387e+66,197363396.074969,0,0.0235424354718631,0,-0.0356473012178284,0.0779880146776039,0.140504553490399,0.609695621112094,15.974283576706,NA,144.730335053001
"715","African horse sickness virus","Panthera leo",0,5886816.93422914,0,-124239549.584751,1.62465485061481e+67,65129624.8372287,0,0.00400680586717472,0,-0.0198405133581581,0.139126030403037,0.0463662920214244,1.64153269988121,5.106347073135,NA,64.7445465830413
"837","African swine fever virus","Hylochoerus meinertzhageni",0,95641.2173885773,0,-95438.7870750427,1.16886148525327e+66,95641.2173885773,0,6.80877346646174e-05,0,-1.48073122350212e-05,0.0100094526829958,6.80877346646174e-05,-0.537590564007966,-0.238620388195192,NA,12.666413976461
"868","African swine fever virus","Phacochoerus aethiopicus",0,1460823.25853372,0,-15718650.3401031,1.37905002277899e+66,8599769.33691961,0,0.00103689188869565,0,-0.00161764371786965,0.0118093855641925,0.00612224340903285,-0.507212779186567,0.460310932875068,NA,47.09135036391
"869","African swine fever virus","Phacochoerus africanus",0,103031.757290565,0,-1179728.85229111,9.38390830078621e+65,642139.949650067,0,7.33305431362678e-05,0,-7.4797821049799e-05,0.00803583549490797,0.000457144479159948,-0.570899649522135,-0.193705133446677,NA,12.9140001154158
"872","African swine fever virus","Potamochoerus porcus",0,250558.067085916,0,-5587497.67554092,6.68712526605658e+65,2922882.15488651,0,0.00017796797193426,0,-0.000602582884711822,0.00572646671828317,0.0020808227880381,-0.609875273837039,-0.00625709172849664,NA,19.5826649128857
"890","African swine fever virus","Sus scrofa",0,32798731.7989463,0,-51105198.2569466,4.99602884015782e+65,42010292.2452861,0,0.023336550525855,0,-0.00481645246249229,0.00427830969788574,0.0299074573670337,-0.634316075387362,3.20623157115451,NA,228.910843476856
"906","Aichivirus A","Apodemus agrarius",0,377902.849735883,0,-8437243.22814178,5.05924082315857e+65,4414259.36877346,0,0.000268224908534454,0,-0.00156800463123119,0.00433244077849939,0.00314254595297263,-0.633402495588799,0.116315173372041,NA,23.4657579193003
"918","Aichivirus A","Canis adustus",0,881065.220685084,0,-14948471.6161919,8.53631072742145e+65,7930849.7632372,0,0.000624963639750111,0,-0.00348519296795402,0.00731000203116113,0.00564603430496203,-0.583149668957978,0.405334239820568,NA,35.5470215131643
"919","Aichivirus A","Canis aureus",0,688304.428310166,0,-12907060.7875633,1.12343160507112e+66,6811377.99945495,0,0.000488297859218932,0,-0.00298545368912606,0.00962041750490628,0.00484907355416715,-0.544156379351091,0.313327879172708,NA,31.4922086933738
"935","Aichivirus A","Crocuta crocuta",0,1048075.86934141,0,-16475878.9730873,1.10693322512929e+66,8780861.29095506,0,0.000743400681478952,0,-0.00388759512420123,0.00947913493596439,0.00625116419499658,-0.546540830195435,0.475194391460141,NA,38.7025337339828
"945","Aichivirus A","Felis catus",0,5325144.54283815,0,-36684531.037365,1.62913808701151e+66,21041205.4824789,0,0.00377738580200688,0,-0.00689449197388114,0.0139509948798377,0.0149793996253107,-0.471068460894587,1.48283896620232,NA,87.8018337230979
"1018","Aichivirus A","Oryctolagus cuniculus",0,2692896.7211246,0,-26789145.8490295,1.30224805480974e+66,14759477.9425548,0,0.00190931624075738,0,-0.00477484337835676,0.0111516979989438,0.0105073883978077,-0.518312688269594,0.966560746216526,NA,62.1824623003244
"1032","Aichivirus A","Peromyscus crinitus",0,153625.197010589,0,-213569.223228455,2.56807222862651e+63,183939.582239655,0,0.00010936685256761,0,-5.45408991197149e-05,2.19914829800237e-05,0.000130948034872567,-0.706150708897608,-0.231363384075984,NA,16.0085639455756
"1033","Aichivirus A","Peromyscus maniculatus",0,662437.820969545,0,-12569215.6517448,4.30067881899296e+64,6627295.09675045,0,0.000469851486666507,0,-0.00246224249242033,0.000368285221872501,0.00471802348832876,-0.700306248365236,0.298198602594876,NA,30.8126694268611
"1073","Aichivirus A","Vulpes vulpes",0,3215579.61223229,0,-29132213.9806938,5.77814958176276e+65,16205173.6659519,0,0.00228054065502497,0,-0.00596180647107936,0.00494807259573568,0.0115365905504791,-0.623012368785417,1.08537857299631,NA,68.0167810473229
"1094","Aichivirus B","Bos taurus",0,62542909.2647754,0,-354008433.542641,3.43204865296934e+66,208720923.359634,0,0.0415519757872146,0,0.192376726800566,0.029390076609627,0.148590066466071,-0.210500354424026,16.9077280683208,NA,229.299908968836
"1104","Aichivirus B","Capra hircus",0,27950865.2614489,0,-246327878.448139,2.04227659184742e+66,137362830.453557,0,0.0189178729638971,0,0.0214414243876924,0.017488873719932,0.0977896790533709,-0.411359055476587,11.0429991457456,NA,149.859495061188
"1106","Aichivirus B","Capreolus capreolus",0,7271355.07079019,0,-122525925.538822,2.97098719745677e+66,64986718.2900724,0,0.00492874699954519,0,0.00758228527406324,0.0254418133798686,0.0462645557268613,-0.277135889595813,5.09460197000513,NA,77.051779897638
"1164","Aichivirus B","Mustela putorius",0,2062977.39809187,0,-44703452.1112137,3.910668062319e+66,23394171.2945624,0,0.00143781096837715,0,0.000213898883858477,0.0334886959853957,0.0166544944877815,-0.141327232046741,1.67622287109619,NA,47.8185859106425
"1185","Aichivirus B","Ovis aries",0,32792270.6472879,0,-265395057.78487,1.72538096647467e+66,149350043.394566,0,0.0222106784969732,0,0.0245976513608746,0.0147751631497445,0.106323470198873,-0.457158827584702,12.028195800717,NA,162.803204266419
"1228","Aichivirus B","Sus scrofa",0,35233191.4472601,0,-274269953.815224,1.17993585037264e+66,154996526.290648,0,0.0238957620706021,0,0.0221173362449552,0.0101042871309222,0.110343245769637,-0.535990026297443,12.4922649791782,NA,169.15657608081
"1322","Aichivirus C","Sus scrofa",0,32523936.9421889,0,-32436145.0023537,4.99602884015782e+65,32523936.9421889,0,0.0231540464376501,0,-0.00293531712199524,0.00427830969788574,0.0231540464376501,-0.634316075387362,2.42657365079603,NA,232.111208657316
"1335","Akabane orthobunyavirus","Aepyceros melampus",0,13105749.4474051,0,-224410802.460381,1.88026296606533e+66,119053599.865757,0,0.00862371577851957,0,-0.0132067071962894,0.0161014828770256,0.0847551938364944,-0.434774295527632,9.53821293572587,NA,85.2690859229293
"1336","Akabane orthobunyavirus","Alcelaphus buselaphus",0,12082941.6509372,0,-191967870.203205,3.10986195478968e+66,102293339.310932,0,0.00808822325704635,0,-0.0113021685370391,0.026631056356837,0.0728234325653017,-0.257064826039996,8.16073238905328,NA,87.9555546669874
"1341","Akabane orthobunyavirus","Antidorcas marsupialis",0,11078051.9571821,0,-155032281.041039,2.48186663544981e+66,83268872.7996707,0,0.00755552131874726,0,-0.00925500465729279,0.0212532682156586,0.0592797652707722,-0.347826705371392,6.59716287028808,NA,92.8266380980146
"1358","Akabane orthobunyavirus","Bos taurus",0,90597290.6559655,0,-1014234161.94912,6.20500702060239e+66,553892432.714884,0,0.0378439386651631,0,0.497090792889589,0.0531360858014056,0.39432037798313,0.190265232521201,45.2764421373634,NA,150.866753754716
"1361","Akabane orthobunyavirus","Bubalus bubalis",0,21531300.877991,0,-400380794.363464,1.9703897608655e+66,211387620.379862,0,0.0129780366380062,0,-0.0151012448255319,0.0168732765406922,0.15048850904242,-0.421748597688391,17.1268966938453,NA,86.5672832933381
"1366","Akabane orthobunyavirus","Camelus dromedarius",0,18879711.0177172,0,-356693377.808765,8.28531493077898e+66,188143143.388047,0,0.0116003655828627,0,-0.0163873376895189,0.0709506377014218,0.133940583105777,0.490924568189614,15.2164959116458,NA,84.3774638550662
"1372","Akabane orthobunyavirus","Capra hircus",0,44976578.0838646,0,-682584027.955475,3.69235458811497e+66,364562798.899253,0,0.0251242124256921,0,-0.0215810819693356,0.0316191858529507,0.259535123012845,-0.172879284413872,29.7159509005727,NA,110.130530268413
"1392","Akabane orthobunyavirus","Ceratotherium simum",0,11525635.7241949,0,-173688589.601776,3.83331541605294e+66,92805956.771963,0,0.00778876994810362,0,-0.010773993814988,0.0328262927301999,0.0660692903386241,-0.152506728661055,7.38099004295301,NA,90.2947739361872
"1394","Akabane orthobunyavirus","Cervus elaphus",0,28489142.3221458,0,-506134195.809441,3.64971662086827e+66,267804606.044232,0,0.01663832772621,0,-0.0299674862064752,0.0312540589999922,0.190652204731135,-0.179041594735307,21.7636563671432,NA,92.9080154080215
"1407","Akabane orthobunyavirus","Connochaetes taurinus",0,13428279.0738023,0,-235287403.959713,6.46212202022554e+66,124630903.033371,0,0.00879202477423841,0,-0.0158325448138772,0.0553378697213016,0.0887257198146173,0.227425128226504,9.99659641915402,NA,84.5979050637715
"1412","Akabane orthobunyavirus","Damaliscus lunatus",0,10882035.5399791,0,-146161333.56089,1.17375699775414e+66,78731055.5194124,0,0.00745552516207752,0,-0.00928459199919196,0.0100513750162702,0.056049257469105,-0.536883033392394,6.22421192436074,NA,94.3180665953213
"1413","Akabane orthobunyavirus","Damaliscus pygargus",0,9900836.34276785,0,-95629082.2651787,3.28374602251286e+66,52895839.9672222,0,0.00692897603341071,0,-0.00662259549825883,0.0281200987884343,0.0376569643809284,-0.231933994190909,4.1008853372934,NA,105.431865110629
"1418","Akabane orthobunyavirus","Diceros bicornis",0,11325653.554757,0,-166204020.100407,2.00567648435825e+66,88955450.2502336,0,0.00768492196205831,0,-0.0110338570314141,0.017175451600436,0.0633280844701258,-0.41664873588844,7.06452731188936,NA,91.3111198886674
"1427","Akabane orthobunyavirus","Equus caballus",0,45198684.3134376,0,-685440393.073582,3.97809353641399e+66,365857426.884003,0,0.0253825791956861,0,-0.031957029425401,0.0340660886885491,0.260456778854561,-0.131582473518757,29.8223528779368,NA,110.710607120876
"1432","Akabane orthobunyavirus","Equus quagga",0,9414638.64015151,0,-45264605.087265,2.59825289008437e+66,27388382.7217589,0,0.00667923051773632,0,-0.00371283368844466,0.022249932682247,0.0194980050084017,-0.331005823314375,2.00449632020297,NA,118.16238967446
"1433","Akabane orthobunyavirus","Equus quagga burchellii",0,9698349.55531701,0,-71042651.6192741,4.586406252456e+66,40443047.6187404,0,0.00684051722545875,0,-0.00463268420852536,0.0392753264164633,0.0287917235944987,-0.0436652492515508,3.07742396832029,NA,111.810506506321
"1436","Akabane orthobunyavirus","Eudorcas thomsonii",0,9663980.68800929,0,-75852283.0707359,5.33076202889478e+66,42857279.4882925,0,0.00680522781585483,0,-0.00424010023315269,0.0456495581090783,0.0305104342450029,0.0639137837128674,3.27584316500203,NA,110.656968526356
"1446","Akabane orthobunyavirus","Giraffa camelopardalis",0,14926624.7388083,0,-273800069.653679,9.64567184124469e+66,144689277.427824,0,0.009568890087747,0,-0.0161873214057238,0.0825999462799677,0.10300543426058,0.687532004507939,11.6451400343236,NA,83.2991361224294
"1454","Akabane orthobunyavirus","Hippopotamus amphibius",0,9446719.36707729,0,-56137233.9951363,7.64874910931072e+66,32874416.8459358,0,0.00668580430580292,0,-0.00272386910159561,0.0654994567445797,0.0234035558368733,0.398924025358616,2.45537864746251,NA,115.717945172006
"1459","Akabane orthobunyavirus","Hippotragus equinus",0,10387038.3638964,0,-122802062.427433,3.28374602251286e+66,66769933.0944111,0,0.0071900207962492,0,-0.00729247356704121,0.0281200987884343,0.0475340403670927,-0.231933994190909,5.24115957843134,NA,98.9670461760711
"1460","Akabane orthobunyavirus","Hippotragus niger",0,13725129.144673,0,-245626371.790512,4.02630487241051e+66,129931677.506659,0,0.0089433075964922,0,-0.0184448496989447,0.034478942643042,0.0924993828409656,-0.124614664483618,10.4322527560808,NA,83.9508005395438
"1467","Akabane orthobunyavirus","Kobus ellipsiprymnus",0,13194172.6810314,0,-226707623.114124,6.04103803962762e+66,120261729.232233,0,0.0086665312326511,0,-0.0122565282318998,0.0517319504292915,0.0856152706317424,0.166567392096263,9.63750582528099,NA,85.0992715864044
"1469","Akabane orthobunyavirus","Kobus leche",0,10231658.5768188,0,-115527074.437363,3.74518513919369e+66,63043469.4259972,0,0.00710620390552263,0,-0.00787640441661708,0.032071596089673,0.0448811415811911,-0.165243877024119,4.93489159445033,NA,100.532980080041
"1478","Akabane orthobunyavirus","Loxodonta africana",0,12200994.0482198,0,-199678813.766525,2.31392083686699e+66,106096909.908808,0,0.00814619458973052,0,-0.0156442013485361,0.0198150776811673,0.0755312243805617,-0.372099300780563,8.47333758330615,NA,87.4070324364426
"1512","Akabane orthobunyavirus","Nanger granti",0,10822257.4528938,0,-145495959.300907,3.16733776369883e+66,78344600.9581122,0,0.00741611336036312,0,-0.00937694225026497,0.0271232458907991,0.0557741374283089,-0.248758056431951,6.19245026775507,NA,94.5132778242839
"1526","Akabane orthobunyavirus","Oryx gazella",0,11075824.2969469,0,-155778407.467804,7.53544835659692e+66,83639189.6376357,0,0.0075503674604035,0,-0.00922449789643842,0.0645292147291275,0.0595433967394387,0.382549079671479,6.62759821099973,NA,92.7247859531636
"1529","Akabane orthobunyavirus","Ourebia ourebi",0,9420307.42810996,0,-55173504.0524063,2.14463471319655e+66,32374225.0749292,0,0.00666983814904363,0,-0.00400489803375237,0.0183654093790246,0.0230474653821967,-0.396565608499555,2.41426923678757,NA,116.05049919851
"1531","Akabane orthobunyavirus","Ovis aries",0,51430359.9313828,0,-739538008.671787,3.11941994205893e+66,396376549.239022,0,0.0284745367901843,0,-0.0199784998727672,0.0267129054232348,0.282183582024192,-0.255683444904711,32.3306371142137,NA,116.526331552874
"1540","Akabane orthobunyavirus","Phacochoerus aethiopicus",0,11134315.5314622,0,-156994923.45105,5.88846802457322e+66,84261062.1596175,0,0.00758366488270069,0,-0.0083639155150923,0.0504254291983348,0.0599861126774833,0.144517002754964,6.67870823394586,NA,92.6878327229269
"1548","Akabane orthobunyavirus","Potamochoerus porcus",0,9383171.46077503,0,-47766596.112648,2.85536584279513e+66,28645148.6281054,0,0.00665285923796217,0,-0.00283748633082048,0.024451699073571,0.0203927065388014,-0.293846223441874,2.107786515606,NA,117.730620090199
"1562","Akabane orthobunyavirus","Redunca arundinum",0,11107778.920576,0,-156471887.239059,9.74365446646511e+66,84008333.599735,0,0.00757042424712167,0,-0.00937745357574826,0.0834390127247715,0.0598061932285543,0.70169307694424,6.65793715621184,NA,92.5809496665769
"1589","Akabane orthobunyavirus","Sus scrofa",0,54589468.1296994,0,-766424279.017273,2.13327693623697e+66,411222175.559174,0,0.0303100886202244,0,-0.0314758082976159,0.0182681479562682,0.292752300129377,-0.398207106692506,33.5507590444359,NA,119.905984326854
"1592","Akabane orthobunyavirus","Syncerus caffer",0,14409494.0951676,0,-258480593.251781,2.8480912536194e+66,136801674.837502,0,0.00929585299796161,0,-0.0114410566294172,0.0243894037057611,0.0973901879580589,-0.294897593355979,10.9968792813054,NA,83.7899960549705
"1598","Akabane orthobunyavirus","Tragelaphus angasii",0,10664437.9980905,0,-139326748.64035,4.67688670824705e+66,75161414.05052,0,0.00733083058964719,0,-0.00980022234569589,0.0400501486279935,0.0535080016401011,-0.0305884380756504,5.93083273339229,NA,95.6944148302525
"1601","Akabane orthobunyavirus","Tragelaphus oryx",0,12178758.6195606,0,-198683716.403782,2.06015564086221e+66,105646970.749724,0,0.00813198969812491,0,-0.0147336744122661,0.017641979539046,0.0752109091554384,-0.408775061552959,8.43635829907628,NA,87.2452938140451
"1602","Akabane orthobunyavirus","Tragelaphus scriptus",0,10510874.0121205,0,-129907790.749374,1.52834582468997e+66,70394060.2370817,0,0.00725457674951123,0,-0.00835775863430754,0.0130878683304152,0.0501140849756682,-0.485635599961773,5.53901679976551,NA,97.4033339418619
"1604","Akabane orthobunyavirus","Tragelaphus strepsiceros",0,15206145.1668537,0,-281890680.644279,1.86997300995852e+66,148864581.036639,0,0.00971961963046594,0,-0.0193041080386411,0.0160133656535045,0.105977865729181,-0.436261465456658,11.9882969607199,NA,83.0319397984053
"1628","Alagoas vesiculovirus","Bos taurus",2.72005734832062e+65,59570987.5776311,-3.65618172411865e+67,-144945439.259758,1.84174015659359e+67,102442617.323222,0.00198063715333502,0.0420231580622908,-0.00303799811413796,0.0953863316247396,0.157715958514984,0.0729297047559911,1.95527819668805,8.17300114569363,16.2569642875844,291.658334023944
"1653","Alagoas vesiculovirus","Didelphis marsupialis",0,661883.596673139,0,-15032682.0197716,8.24397035515023e+66,7853629.3477782,0,0.000466844531975193,0,0.00273770715198118,0.0705965867050672,0.00559106048402976,0.484949187054339,0.398987702441104,NA,30.1412455790607
"1659","Alagoas vesiculovirus","Equus caballus",1.68087705918487e+65,26235770.0102082,-2.34465157517972e+67,-108970864.871433,1.18075847269352e+67,67698722.7177827,0.00129478009451142,0.0184745033220591,-0.000120094282010541,0.0305794628196132,0.101113315919647,0.0481952530028379,0.999985410470097,5.31749428897839,15.4275187948092,189.325019472782
"1772","Alcelaphine gammaherpesvirus 1","Alces alces",0,7246338.38257018,0,-138170047.146053,4.23490303696843e+65,72824330.1732526,0,0.00488728776497958,0,-0.00702307163223459,0.00362652564913846,0.051844213251902,-0.645316349780762,5.73875412182492,NA,71.3696674583298
"1775","Alcelaphine gammaherpesvirus 1","Ammotragus lervia",0,5340661.49145976,0,-60280393.9317703,6.96364702552281e+65,32894491.9933518,0,0.00375291448694557,0,-0.00341584728556121,0.00596326393524308,0.0234178474921652,-0.60587880542521,2.45702856960702,NA,80.7587602984454
"1777","Alcelaphine gammaherpesvirus 1","Antilocapra americana",0,6880527.95052949,0,-126766666.101036,5.63717690260453e+65,66947294.3851427,0,0.00467155844132348,0,-0.00690104695789806,0.00482735175931222,0.047660305264517,-0.625049795642075,5.25573642387573,NA,71.7753627531041
"1786","Alcelaphine gammaherpesvirus 1","Axis porcinus",0,4925363.00902152,0,-17364792.0168571,9.01714207162039e+65,11169555.7950767,0,0.00350306445536775,0,-0.000492912094179232,0.007721758141614,0.00795169459425609,-0.576200388430408,0.671514741051847,NA,89.3776091010837
"1793","Alcelaphine gammaherpesvirus 1","Bison bison",0,9731548.09588811,0,-197341435.971794,1.28575516812875e+66,103749829.265051,0,0.00636174232915403,0,-0.00794352196905379,0.0110104624711057,0.0738603192156966,-0.52069634519293,8.28043736450162,NA,72.4980164781395
"1796","Alcelaphine gammaherpesvirus 1","Bos frontalis",0,5482616.82907164,0,-68065087.3587646,5.45576182221152e+65,36863547.9084517,0,0.00383657639196791,0,-0.00151419319381141,0.00467199839314478,0.0262434496059316,-0.627671721813887,2.78323455511791,NA,79.1899045233949
"1797","Alcelaphine gammaherpesvirus 1","Bos grunniens",0,7587384.69766152,0,-146939198.427036,9.363635545967e+65,77439066.3158934,0,0.00508379392537399,0,-0.00427110210934245,0.00801847508200388,0.0551294801964952,-0.57119264427384,6.11802682129884,NA,71.0922025262489
"1798","Alcelaphine gammaherpesvirus 1","Bos javanicus",0,4966509.23641842,0,-22442041.3736382,8.95841392503626e+65,13734611.1595075,0,0.00352945772933635,0,-0.000191342852676968,0.00767146675877607,0.00977777767665607,-0.577049164972123,0.882329713413631,NA,88.5247897328388
"1800","Alcelaphine gammaherpesvirus 1","Bos taurus",0,76687671.8013639,0,-729364260.28326,1.33595882841225e+66,404049251.003414,0,0.0412371654450692,0,0.357065771279304,0.011440377536715,0.287645838739016,-0.513440592775164,32.9612357487813,NA,168.855909262579
